driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
D02708,Lwazi Mabena,44,10.0,Code 8,Contract,Free State,3.75
D02709,Tshepo Mthembu,23,35,Code 10,Permanent,Northern Cape,3.14
D02710,Nomsa Mahlangu,29,29.0,Code 10,Permanent,Western Cape,3.22
D02711,Bongani Mabena,26,22.0,Code 14,Permanent,Eastern Cape,4.01
D02712,Mpho Jacobs,52,7.0,Code 10,Permanent,Western Cape,3.91
D02713,Nomsa Mthembu,48,28.0,Code 10,Contract,North West,3.98
D02714,Mandla Botha,63,12.0,Code 10,Permanent,Free State,3.43
D02715,Nomsa Cele,25,2.0,Code 10,Permanent,Mpumalanga,4.81
D02716,Lerato Maseko,30,25.0,Code 8,Permanent,Northern Cape,2.77
D02717,Busisiwe Mabena,41,26.0,Code 8,Permanent,North West,3.39
D02718,Siyabonga Mkhize,49,13.0,Code 8,Permanent,Eastern Cape,3.05
D02719,Sipho Jacobs,26,21.0,Code 10,Permanent,Northern Cape,3.65
D02720,Kagiso Botha,30,7.0,Code 8,Permanent,Free State,4.67
D02721,Bongani Khumalo,39,26.0,Code 10,Contract,Northern Cape,3.6
D02722,Karabo Mabena,21,11.0,Code 8,Permanent,Northern Cape,3.87
D02723,Sipho Dlamini,38,8.0,Code 10,Permanent,Gauteng,4.26
D02724,Mandla Cele,54,15.0,Code 8,Permanent,North West,3.57
D02725,Themba Botha,44,8.0,Code 10,Contract,Mpumalanga,4.07
D02726,Karabo Van Wyk,40,19.0,Code 8,Permanent,Mpumalanga,3.98
D02727,Nandi Nkosi,42,23.0,Code 8,Permanent,Gauteng,3.01
D02728,Amanda Sithole,62,12.0,Code 8,Permanent,Free State,3.47
D02729,Themba Mkhize,43,24.0,Code 10,Permanent,Gauteng,4.05
D02730,Sipho Sithole,44,13.0,Code 14,Permanent,Northern Cape,4.7
D02731,Amanda Mokoena,61,30.0,Code 8,Permanent,North West,4.7
D02732,Tshepo Zulu,27,8.0,Code 10,Contract,Limpopo,5.0
D02733,Lwazi Sithole,25,21.0,Code 10,Permanent,Gauteng,4.14
D02734,Bongani Mabena,40,16.0,Code 10,Contract,Limpopo,3.51
D02735,Nandi Modise,35,29.0,Code 10,Permanent,Eastern Cape,3.76
D02736,Bongani Mkhize,29,6.0,Code 8,Permanent,North West,3.72
D02737,Mandla Sithole,26,6.0,Code 10,Permanent,Western Cape,3.51
D02738,Siyabonga Pillay,59,26.0,Code 14,Permanent,Eastern Cape,4.07
D02739,Ayanda Williams,48,27.0,Code 14,Contract,Eastern Cape,4.1
D02740,Mandla Ngcobo,51,23.0,Code 8,Permanent,Northern Cape,2.98
D02741,Sibusiso Cele,26,14.0,Code 10,Contract,KwaZulu-Natal,4.56
D02742,Kagiso Molefe,36,12.0,Code 8,Permanent,Northern Cape,2.51
D02743,Tshepo Van Wyk,48,20.0,Code 10,Permanent,Northern Cape,3.64
D02744,Zanele Van Wyk,44,23.0,Code 8,Permanent,Limpopo,4.6
D02745,Zanele Mokoena,51,8.0,Code 8,Permanent,Gauteng,4.23
D02746,Zanele Mahlangu,50,0.0,Code 10,Permanent,Gauteng,3.55
D02747,Siyabonga Nkosi,39,2.0,Code 14,Contract,Western Cape,5.0
D02748,Nandi Modise,55,10.0,Code 8,Permanent,Mpumalanga,3.49
D02749,Mpho Ndlovu,32,21.0,Code 10,Permanent,Mpumalanga,2.4
D02750,Nandi Mokoena,24,13.0,Code 10,Contract,KwaZulu-Natal,4.12
D02751,Nomsa Zulu,61,19.0,code 14,Permanent,Mpumalanga,2.56
D02752,Nandi Mkhize,21,14.0,Code 10,Contract,Limpopo,3.22
D02753,Sipho Molefe,33,7.0,Code 8,Permanent,North West,4.24
D02754,Lerato Mabena,26,23.0,Code 8,Contract,Western Cape,3.48
D02755,Kagiso Adams,31,22.0,Code 10,Permanent,Gauteng,4.21
D02756,Lerato Botha,38,29.0,Code 8,Contract,North West,2.99
D02757,Precious Mthembu,26,25.0,Code 14,Permanent,Eastern Cape,4.4
D02758,Tshepo Khumalo,41,11.0,Code 14,Contract,Northern Cape,2.62
D02759,Kagiso Mthembu,61,21.0,Code 14,Permanent,North West,4.72
D02760,Sibusiso Maseko,27,10.0,Code 8,Contract,Western Cape,3.47
D02761,Nomsa Pillay,61,27.0,Code 10,Contract,Eastern Cape,4.87
D02762,Amanda Mabena,39,18.0,Code 10,Contract,Mpumalanga,3.21
D02763,Karabo Williams,47,25.0,Code 8,Permanent,Gauteng,5.0
D02764,Themba Naidoo,40,8.0,Code 8,Permanent,North West,3.13
D02765,Lerato Molefe,34,0.0,Code 8,Contract,Western Cape,2.54
D02766,Thabo Mabena,25,4.0,Code 10,Permanent,Western Cape,3.83
D02767,Lwazi Jacobs,47,16.0,Code 14,Permanent,Free State,4.66
D02768,Nomsa Dlamini,61,29.0,Code 14,Permanent,KwaZulu-Natal,4.35
D02769,Siyabonga Naidoo,43,19.0,Code 8,Permanent,Limpopo,4.61
D02770,Ayanda Cele,47,25.0,Code 10,Permanent,Eastern Cape,4.37
D02771,Mpho Ndlovu,49,14.0,Code 8,Permanent,KwaZulu-Natal,3.23
D02772,Mandla Nkosi,38,29.0,code 8,Permanent,North West,4.34
D02773,Karabo Ngcobo,26,29.0,Code 8,Permanent,Gauteng,3.86
D02774,Ayanda Mahlangu,43,6.0,Code 10,Contract,Free State,3.3
D02775,Nandi Nkosi,59,26.0,Code 10,Permanent,Gauteng,3.93
D02776,Bongani Pillay,34,0.0,Code 14,Contract,Gauteng,3.76
D02777,Busisiwe Sithole,59,18.0,Code 14,Permanent,Gauteng,4.79
D02778,Amanda Cele,58,13.0,Code 8,Permanent,KwaZulu-Natal,3.44
D02779,Siyabonga Botha,31,9.0,Code 10,Permanent,Eastern Cape,3.41
D02780,Mandla Mthembu,46,28.0,Code 8,Permanent,Free State,3.31
D02781,Thabo Mahlangu,53,20.0,Code 10,Permanent,Gauteng,5.0
D02782,Ayanda Ndlovu,42,4.0,Code 10,Permanent,Western Cape,3.35
D02783,Precious Modise,51,4.0,Code 8,Permanent,Western Cape,4.71
D02784,Thabo Mokoena,61,3.0,Code 8,Permanent,Limpopo,3.08
D02785,Nandi Botha,48,9.0,Code 8,Permanent,Northern Cape,4.15
D02786,Nomsa Mokoena,57,2.0,Code 8,Contract,Western Cape,
D02787,Amanda Zulu,56,8.0,Code 14,Permanent,Western Cape,4.66
D02788,Lerato Naidoo,56,23.0,Code 8,Permanent,North West,4.56
D02789,Sipho Botha,58,27.0,Code 10,Permanent,Mpumalanga,3.86
D02790,Nomsa Mokoena,30,24.0,Code 14,Contract,Mpumalanga,3.42
D02791,Sipho Molefe,21,15.0,Code 10,Permanent,Gauteng,4.94
D02792,Precious Maseko,27,21.0,Code 10,Permanent,North West,3.35
D02793,Nandi Zulu,31,29.0,Code 14,Contract,Limpopo,2.21
D02794,Amanda Molefe,51,1.0,Code 8,Permanent,Gauteng,2.5
D02795,Mpho Adams,43,28.0,Code 8,Contract,Gauteng,2.67
D02796,Bongani Mthembu,41,22.0,Code 10,Permanent,Limpopo,4.22
D02797,Busisiwe Van Wyk,21,11.0,Code 10,Contract,North West,5.0
D02798,Themba Maseko,51,13.0,Code 14,Permanent,North West,2.37
D02799,Tshepo Van Wyk,37,13.0,Code 8,Permanent,Limpopo,3.25
D02800,Ayanda Zulu,54,4.0,Code 10,Permanent,Free State,3.86
D02801,Bongani Mthembu,25,7.0,Code 10,Permanent,Mpumalanga,4.88
D02802,Karabo Ngcobo,33,9.0,Code 14,Permanent,Gauteng,3.25
D02803,Siyabonga Mahlangu,23,0.0,Code 8,Permanent,Eastern Cape,4.21
D02804,Themba Moyo,33,15.0,Code 8,Permanent,Western Cape,3.62
D02805,Busisiwe Pillay,61,14.0,Code 14,Contract,North West,5.0
D02806,Siyabonga Modise,42,10.0,Code 10,Permanent,Limpopo,3.9
D02807,Themba Williams,40,5.0,Code 8,Contract,Mpumalanga,4.05
D02808,Amanda Adams,33,30.0,Code 8,Permanent,Free State,3.86
D02809,Sipho Mthembu,32,21.0,Code 14,Permanent,Northern Cape,3.51
D02810,Lwazi Ndlovu,50,14.0,Code 10,Permanent,Northern Cape,4.46
D02811,Sipho Ndlovu,64,22.0,Code 10,Contract,Limpopo,2.99
D02812,Lerato Naidoo,53,11.0,Code 14,Contract,North West,2.4
D02813,Zanele Mokoena,53,6.0,Code 8,Permanent,Limpopo,3.69
D02814,Ayanda Moyo,41,20.0,Code 8,Permanent,Mpumalanga,4.37
D02815,Sibusiso Khumalo,25,23.0,Code 10,Contract,KwaZulu-Natal,3.39
D02816,Sibusiso Modise,52,20.0,Code 14,Permanent,Northern Cape,3.93
D02817,Themba Jacobs,56,17.0, Code 8,Permanent,Gauteng,2.95
D02818,Amanda Mthembu,43,0.0,Code 10,Permanent,Mpumalanga,4.54
D02819,Karabo Ndlovu,25,19.0,Code 8,Permanent,Limpopo,4.26
D02820,Nandi Sithole,52,19.0,Code 8,Contract,Western Cape,3.81
D02821,Lwazi Mahlangu,61,12.0,Code 14,Contract,Mpumalanga,3.92
D02822,Tshepo Zulu,30,7.0,Code 8,Contract,Western Cape,2.82
D02823,Sipho Mabena,28,30.0,Code 8,Permanent,Free State,2.86
D02824,Bongani Khumalo,53,11.0,Code 14,Permanent,North West,3.71
D02825,Sibusiso Khumalo,35,8.0,Code 10,Permanent,Gauteng,4.16
D02826,Nomsa Jacobs,52,21.0,Code 10,Permanent,Eastern Cape,4.2
D02827,Themba Moyo,51,14.0,Code 14,Permanent,Free State,3.55
D02828,Lwazi Nkosi,32,17.0,Code 8,Contract,Northern Cape,4.32
D02829,Nomsa Modise,22,20.0,Code 10,Permanent,Eastern Cape,4.79
D02830,Busisiwe Mahlangu,45,11.0,Code 8,Permanent,Gauteng,3.74
D02831,Nomsa Mahlangu,38,4.0,Code 8,Permanent,Gauteng,4.02
D02832,Busisiwe Mthembu,58,5.0,Code 10,Permanent,Gauteng,3.65
D02833,Nomsa Ngcobo,36,29.0,Code 8,Permanent,North West,3.71
D02834,Sibusiso Cele,31,15.0,Code 14,Permanent,Mpumalanga,3.92
D02835,Karabo Pillay,58,12.0,Code 14,Permanent,Eastern Cape,4.99
D02836,Ayanda Khumalo,53,9.0,Code 14,Permanent,North West,4.44
D02837,Tshepo Mokoena,48,22.0,Code 8,Contract,Northern Cape,4.38
D02838,Kagiso Ngcobo,62,28.0,Code 8,Permanent,North West,3.48
D02839,Amanda Ndlovu,55,23.0,Code 14,Contract,Western Cape,3.17
D02840,Nomsa Khumalo,59,16.0,Code 10,Permanent,Western Cape,4.07
D02841,Kagiso Pillay,56,14.0,Code 10,Permanent,Mpumalanga,4.67
D02842,Amanda Modise,38,26.0,Code 14,Permanent,Eastern Cape,5.0
D02843,Tshepo Mkhize,23,26.0,Code 8,Contract,Gauteng,2.08
D02844,Nomsa Khumalo,47,12.0,Code 8,Permanent,Limpopo,5.0
D02845,Karabo Moyo,54,29.0,Code 10,Permanent,Eastern Cape,4.09
D02846,Sipho Mabena,64,25.0,Code 10,Contract,Northern Cape,4.44
D02847,Precious Adams,50,26.0,Code 8,Contract,Limpopo,2.58
D02848,Zanele Mokoena,46,1.0,Code 10,Permanent,KwaZulu-Natal,3.63
D02849,Bongani Mkhize,46,4.0,Code 14,Contract,Northern Cape,4.38
D02850,Bongani Ndlovu,26,9.0,Code 10,Permanent,Limpopo,2.98
D02851,Thabo Pillay,21,23.0,Code 8,Permanent,KwaZulu-Natal,1.78
D02852,Bongani Mokoena,22,2.0,Code 10,Permanent,Gauteng,4.03
D02853,Amanda Maseko,60,2.0,Code 14,Contract,Free State,3.77
D02854,Sibusiso Ndlovu,55,0.0,Code 14,Permanent,Mpumalanga,4.81
D02855,Mpho Pillay,32,5.0,Code 8,Contract,North West,3.69
D02856,Mandla Khumalo,39,28.0,Code 14,Permanent,Gauteng,3.74
D02857,Lerato Jacobs,42,22.0,Code 14,Permanent,Eastern Cape,4.29
D02858,Zanele Cele,31,22.0,Code 10,Permanent,Northern Cape,4.52
D02859,Bongani Moyo,39,9.0,Code 8,Contract,Limpopo,3.3
D02860,Zanele Pillay,36,19.0,Code 8,Contract,Western Cape,4.46
D02861,Amanda Mahlangu,51,24.0,Code 10,Contract,Northern Cape,3.43
D02862,Sibusiso Mthembu,54,16.0,Code 8,Contract,Mpumalanga,3.81
D02863,Mandla Naidoo,25,26.0,Code 8,Permanent,Free State,4.27
D02864,Lerato Ngcobo,41,17.0,Code 14,Contract,Mpumalanga,4.39
D02865,Kagiso Ndlovu,64,10.0,Code 8,Permanent,Limpopo,4.02
D02866,Precious Mkhize,59,19.0,Code 14,Permanent,KwaZulu-Natal,3.04
D02867,Ayanda Molefe,55,29.0,Code 10,Permanent,North West,2.49
D02868,Ayanda Molefe,53,25.0,Code 14,Permanent,KwaZulu-Natal,3.67
D02869,Kagiso Dlamini,21,15.0,Code 8,Permanent,KwaZulu-Natal,4.48
D02870,Themba Mahlangu,63,18.0,Code 10,Permanent,Limpopo,4.11
D02871,Themba Molefe,53,30.0,Code 10,Permanent,Western Cape,3.97
D02872,Lerato Ndlovu,60,23.0,Code 14,Contract,Limpopo,3.8
D02873,Precious Ngcobo,60,15.0,Code 8,Contract,Free State,4.02
D02874,Mandla Molefe,32,8.0,Code 8,Permanent,Mpumalanga,3.1
D02875,Thabo Khumalo,21,28.0,Code 14,Contract,Gauteng,4.35
D02876,Zanele Cele,49,30.0,Code 8,Permanent,Limpopo,4.39
D02877,Zanele Ndlovu,41,2.0,Code 10,Permanent,Eastern Cape,3.55
D02878,Siyabonga Moyo,21,0.0,Code 8,Contract,Gauteng,4.11
D02879,Mpho Cele,32,3.0,Code 8,Permanent,Free State,2.6
D02880,Zanele Moyo,64,11.0,Code 10,Contract,Northern Cape,3.93
D02881,Kagiso Maseko,36,4.0,Code 10,Permanent,North West,3.71
D02882,Lerato Moyo,32,27.0,Code 10,Permanent,Gauteng,4.68
D02883,Karabo Mkhize,49,28.0,Code 10,Permanent,North West,3.66
D02884,Karabo Ngcobo,50,5.0,Code 10,Contract,Limpopo,4.41
D02885,Kagiso Adams,35,25.0,Code 14,Permanent,Western Cape,3.53
D02886,Themba Ndlovu,58,4.0,Code 8,Permanent,Northern Cape,2.2
D02887,Kagiso Van Wyk,46,24.0,Code 8,Permanent,Free State,3.64
D02888,Tshepo Zulu,28,11.0,Code 8,Permanent,Northern Cape,3.94
D02889,Amanda Dlamini,35,1.0,Code 14,Permanent,Western Cape,3.91
D02890,Sibusiso Molefe,58,13.0,Code 8,Contract,Gauteng,3.92
D02891,Zanele Molefe,24,25.0,Code 10,Permanent,Northern Cape,
D02892,Themba Dlamini,21,28.0,Code 10,Permanent,KwaZulu-Natal,3.57
D02893,Nomsa Jacobs,49,3.0,Code 10,Permanent,Free State,3.01
D02894,Siyabonga Mthembu,40,25.0,Code 14,Permanent,Limpopo,2.4
D02895,Tshepo Van Wyk,32,9.0,Code 10,Contract,Northern Cape,3.73
D02896,Themba Ngcobo,41,14.0,Code 10,Contract,Eastern Cape,3.28
D02897,Lwazi Adams,29,3.0,Code 8,Permanent,Mpumalanga,4.56
D02898,Lwazi Mahlangu,37,30.0,Code 10,Permanent,Mpumalanga,2.27
D02899,Sibusiso Khumalo,31,24.0,Code 8,Permanent,Mpumalanga,4.0
D02900,Busisiwe Mokoena,46,19.0,Code 14,Contract,Free State,5.0
D02901,Tshepo Pillay,50,22.0,Code 10,Contract,Western Cape,3.67
D02902,Busisiwe Adams,61,27.0,Code 8,Contract,KwaZulu-Natal,3.8
D02903,Amanda Nkosi,23,4.0,Code 8,Permanent,Limpopo,4.1
D02904,Mandla Mahlangu,35,7.0,Code 10,Permanent,Eastern Cape,4.15
D02905,Kagiso Modise,32,1.0,Code 14,Contract,Gauteng,3.51
D02906,Nandi Van Wyk,46,15.0,Code 8,Permanent,Mpumalanga,3.09
D02907,Precious Sithole,44,15.0,Code 8,Permanent,Free State,4.26
D02908,Sibusiso Molefe,59,0.0,Code 10,Contract,North West,2.46
D02909,Themba Zulu,61,20.0,Code 14,Contract,Free State,4.38
D02910,Karabo Mabena,55,0.0,Code 14,Permanent,Eastern Cape,3.53
D02911,Nandi Mkhize,29,24.0,Code 8,Permanent,Western Cape,3.8
D02912,Bongani Mokoena,22,21.0,Code 10,Contract,Western Cape,3.43
D02913,Thabo Ndlovu,60,25.0,Code 14,Permanent,Free State,4.8
D02914,Kagiso Cele,62,3.0,Code 14,Contract,Eastern Cape,3.97
D02915,Zanele Botha,32,26.0,code 10,Permanent,Mpumalanga,3.57
D02916,Zanele Khumalo,23,16.0,Code 10,Contract,Limpopo,3.56
D02917,Bongani Sithole,50,26.0,Code 10,Contract,KwaZulu-Natal,3.7
D02918,Ayanda Khumalo,46,21.0,Code 8,Permanent,Mpumalanga,5.0
D02919,Precious Molefe,60,20.0,Code 8,Permanent,Limpopo,2.88
D02920,Kagiso Naidoo,46,0.0,Code 10,Permanent,North West,4.56
D02921,Lwazi Nkosi,54,21.0,Code 8,Contract,Northern Cape,4.2
D02922,Sipho Nkosi,55,13.0,Code 10,Permanent,Northern Cape,4.88
D02923,Nandi Moyo,21,26.0,Code 14,Permanent,Gauteng,4.24
D02924,Nomsa Mokoena,27,21.0,Code 14,Contract,Free State,3.8
D02925,Nandi Mokoena,55,2.0,Code 8,Contract,Western Cape,4.51
D02926,Themba Modise,28,27.0,Code 8,Contract,North West,3.96
D02927,Sipho Mkhize,30,1.0,Code 10,Permanent,Mpumalanga,4.33
D02928,Kagiso Ndlovu,54,9.0,Code 10,Contract,KwaZulu-Natal,4.8
D02929,Ayanda Ngcobo,29,6.0,Code 8,Contract,Limpopo,3.86
D02930,Siyabonga Mkhize,27,30.0,Code 14,Permanent,Limpopo,3.5
D02931,Kagiso Nkosi,21,4.0,Code 8,Contract,Free State,3.35
D02932,Mpho Mkhize,41,26.0,Code 8,Permanent,Free State,4.12
D02933,Precious Pillay,49,6.0,Code 10,Contract,Northern Cape,3.19
D02934,Sipho Nkosi,53,20.0,CODE 10,Contract,Mpumalanga,3.56
D02935,Lerato Botha,60,2.0,Code 10,Permanent,Eastern Cape,3.12
D02936,Mandla Ngcobo,49,12.0,Code 10,Permanent,Mpumalanga,4.16
D02937,Karabo Moyo,54,19.0,Code 14,Permanent,Gauteng,3.27
D02938,Nomsa Mthembu,30,22.0,Code 8,Permanent,KwaZulu-Natal,2.9
D02939,Mpho Zulu,35,27.0,Code 10,Permanent,Gauteng,3.02
D02940,Nomsa Adams,34,25.0,Code 8,Contract,North West,3.4
D02941,Nandi Maseko,23,16.0,Code 10,Permanent,Western Cape,3.46
D02942,Mpho Molefe,63,9.0,Code 10,Permanent,Northern Cape,3.98
D02943,Lwazi Moyo,31,8.0,Code 10,Permanent,North West,3.69
D02944,Bongani Mokoena,40,30.0,Code 8,Permanent,Northern Cape,4.06
D02945,Nomsa Sithole,36,18.0,Code 14,Permanent,Mpumalanga,4.12
D02946,Siyabonga Zulu,22,28.0,Code 10,Permanent,Free State,4.32
D02947,Kagiso Ngcobo,60,13.0,Code 14,Permanent,North West,2.46
D02948,Tshepo Maseko,30,15.0,Code 10,Permanent,Northern Cape,3.01
D02949,Nomsa Adams,25,25.0,Code 14,Contract,Northern Cape,4.19
D02950,Kagiso Botha,36,22.0,Code 10,Permanent,North West,3.95
D02951,Karabo Nkosi,27,6.0,Code 10,Permanent,Mpumalanga,4.48
D02952,Nomsa Modise,64,16.0,Code 10,Contract,Limpopo,2.72
D02953,Tshepo Ngcobo,29,6.0,Code 14,Contract,Northern Cape,3.47
D02954,Nandi Pillay,34,23.0,Code 10,Permanent,Eastern Cape,3.59
D02955,Tshepo Jacobs,32,0.0,Code 10,Contract,Free State,3.92
D02956,Zanele Pillay,22,25.0,Code 10,Contract,North West,3.83
D02957,Karabo Naidoo,21,28.0,Code 10,Contract,KwaZulu-Natal,4.13
D02958,Sipho Cele,43,0.0,Code 10,Permanent,Mpumalanga,3.72
D02959,Nandi Pillay,31,19.0,Code 14,Permanent,Western Cape,4.76
D02960,Mpho Maseko,24,2.0,Code 10,Permanent,Limpopo,4.98
D02961,Ayanda Sithole,33,11.0,Code 10,Contract,Western Cape,3.02
D02962,Lwazi Mabena,33,10.0,Code 10,Contract,Northern Cape,3.83
D02963,Nandi Mokoena,39,16.0,Code 14,Permanent,North West,4.36
D02964,Sipho Mahlangu,64,28.0,Code 8,Permanent,KwaZulu-Natal,4.21
D02965,Kagiso Williams,34,14.0,Code 8,Permanent,Gauteng,3.51
D02966,Precious Pillay,52,12.0,Code 8,Permanent,Limpopo,3.98
D02967,Karabo Molefe,54,2.0,Code 10,Contract,Northern Cape,
D02968,Kagiso Mkhize,23,27.0,Code 10,Permanent,KwaZulu-Natal,3.79
D02969,Sipho Botha,43,9.0,Code 10,Permanent,Northern Cape,2.78
D02970,Lerato Mthembu,40,14.0, Code 8,Permanent,Free State,4.16
D02971,Sibusiso Ndlovu,43,2.0,Code 14,Contract,Eastern Cape,3.02
D02972,Zanele Sithole,28,8.0,Code 10,Contract,Eastern Cape,3.91
D02973,Ayanda Pillay,41,17.0,Code 10,Permanent,KwaZulu-Natal,4.02
D02974,Tshepo Zulu,26,27.0,Code 8,Permanent,Eastern Cape,3.85
D02975,Precious Botha,62,10.0,Code 8,Contract,Gauteng,3.36
D02976,Kagiso Van Wyk,46,17.0,Code 8,Contract,Eastern Cape,3.65
D02977,Sipho Mabena,22,27.0,Code 10,Permanent,KwaZulu-Natal,4.63
D02978,Karabo Sithole,43,11.0,Code 10,Permanent,Western Cape,3.5
D02979,Ayanda Ndlovu,61,9.0,Code 8,Permanent,Eastern Cape,3.82
D02980,Sibusiso Botha,53,1.0,Code 8,Permanent,Western Cape,3.41
D02981,Sibusiso Maseko,33,28.0,Code 8,Permanent,Gauteng,4.51
D02982,Karabo Ngcobo,60,3.0,Code 10,Contract,Mpumalanga,3.85
D02983,Mpho Mabena,29,6.0,Code 8,Permanent,Western Cape,3.27
D02984,Ayanda Williams,31,4.0,Code 8,Contract,KwaZulu-Natal,3.8
D02985,Lwazi Jacobs,27,21.0,Code 8,Permanent,Mpumalanga,3.63
D02986,Nandi Khumalo,61,11.0,Code 10,Permanent,Western Cape,4.77
D02987,Nomsa Jacobs,52,21.0,Code 14,Permanent,Mpumalanga,3.77
D02988,Nomsa Modise,43,18.0,Code 10,Permanent,Western Cape,2.83
D02989,Ayanda Williams,50,0.0,code 8,Contract,Western Cape,4.15
D02990,Zanele Cele,32,9.0,Code 14,Permanent,Gauteng,5.0
D02991,Lwazi Mabena,24,0.0,Code 14,Permanent,North West,4.64
D02992,Nandi Nkosi,58,2.0,Code 10,Contract,Western Cape,3.03
D02993,Kagiso Pillay,63,14.0,Code 8,Permanent,Western Cape,3.61
D02994,Ayanda Molefe,22,8.0,Code 10,Permanent,Northern Cape,3.78
D02995,Amanda Mahlangu,23,2.0,Code 14,Contract,Limpopo,3.79
D02996,Tshepo Nkosi,45,12.0,Code 14,Permanent,Limpopo,4.07
D02997,Nomsa Mahlangu,22,14.0,Code 10,Permanent,Western Cape,3.56
D02998,Lwazi Mahlangu,52,30.0,Code 10,Permanent,Eastern Cape,3.16
D02999,Nomsa Ndlovu,62,20.0,Code 14,Permanent,Limpopo,4.47
D03000,Mpho Adams,33,12.0,Code 8,Permanent,Free State,3.01
D03001,Nandi Ngcobo,26,41,Code 8,Contract,Free State,3.24
D03002,Sipho Modise,58,2.0,Code 14,Permanent,Gauteng,3.01
D03003,Thabo Mokoena,36,11.0,Code 8,Contract,Northern Cape,4.23
D03004,Sibusiso Jacobs,31,18.0,Code 10,Permanent,Mpumalanga,3.87
D03005,Kagiso Mokoena,24,0.0,Code 8,Permanent,KwaZulu-Natal,4.42
D03006,Lwazi Mkhize,57,28.0,Code 8,Permanent,Northern Cape,3.25
D03007,Siyabonga Cele,61,15.0,Code 8,Permanent,KwaZulu-Natal,2.92
D03008,Nandi Ngcobo,24,24.0,Code 10,Permanent,Gauteng,3.49
D03009,Amanda Pillay,56,8.0,Code 10,Contract,Northern Cape,3.67
D03010,Ayanda Botha,28,25.0,Code 10,Contract,Gauteng,3.95
D03011,Bongani Zulu,27,11.0,Code 8,Contract,Western Cape,
D03012,Tshepo Van Wyk,37,28.0,Code 14,Permanent,Limpopo,4.14
D03013,Lerato Mokoena,40,16.0,Code 10,Contract,KwaZulu-Natal,3.17
D03014,Amanda Zulu,58,19.0,Code 14,Permanent,Gauteng,3.35
D03015,Nandi Zulu,51,6.0,Code 10,Contract,Western Cape,4.62
D03016,Zanele Modise,27,,Code 8,Contract,Gauteng,2.27
D03017,Themba Mthembu,46,5.0,Code 14,Permanent,Northern Cape,4.03
D03018,Themba Sithole,59,1.0,Code 14,Permanent,Mpumalanga,4.02
D03019,Thabo Ngcobo,50,13.0,Code 8,Contract,North West,3.23
D03020,Siyabonga Botha,31,25.0,Code 10,Permanent,Limpopo,3.49
D03021,Themba Cele,26,28.0,Code 10,Permanent,Free State,4.65
D03022,Mandla Moyo,40,26.0,Code 8,Contract,Gauteng,5.0
D03023,Zanele Adams,41,17.0,Code 10,Permanent,Northern Cape,4.55
D03024,Themba Jacobs,36,28.0,Code 8,Permanent,North West,5.0
D03025,Sibusiso Williams,25,15.0,Code 8,Permanent,Free State,3.32
D03026,Siyabonga Khumalo,26,14.0,Code 14,Contract,Western Cape,2.69
D03027,Karabo Ngcobo,44,5.0,Code 10,Permanent,Mpumalanga,3.76
D03028,Amanda Naidoo,62,24.0,Code 14,Permanent,KwaZulu-Natal,4.36
D03029,Bongani Molefe,47,9.0,Code 10,Permanent,Gauteng,2.5
D03030,Tshepo Mthembu,40,6.0,Code 14,Contract,Mpumalanga,3.15
D03031,Nandi Khumalo,61,11.0,Code 10,Contract,North West,3.23
D03032,Zanele Williams,51,18.0,Code 10,Permanent,Limpopo,4.05
D03033,Tshepo Pillay,52,8.0,Code 8,Contract,Western Cape,3.96
D03034,Lerato Nkosi,46,11.0,Code 10,Permanent,Limpopo,3.26
D03035,Kagiso Adams,54,10.0,Code 10,Contract,Northern Cape,3.93
D03036,Thabo Jacobs,43,18.0,Code 10,Permanent,Mpumalanga,3.0
D03037,Precious Botha,48,22.0,Code 10,Permanent,KwaZulu-Natal,3.5
D03038,Zanele Maseko,48,20.0,Code 8,Contract,Limpopo,2.91
D03039,Zanele Maseko,54,4.0,Code 14,Permanent,KwaZulu-Natal,3.69
D03040,Zanele Mokoena,60,10.0,Code 14,Permanent,North West,3.24
D03041,Zanele Williams,33,20.0,Code 10,Contract,North West,4.28
D03042,Sibusiso Sithole,51,6.0,Code 10,Permanent,Limpopo,3.78
D03043,Zanele Sithole,22,2.0,Code 10,Permanent,Gauteng,3.64
D03044,Precious Pillay,44,9.0,Code 14,Permanent,Eastern Cape,5.0
D03045,Tshepo Naidoo,60,21.0,Code 10,Permanent,Gauteng,4.07
D03046,Precious Ngcobo,49,20.0,Code 10,Permanent,Mpumalanga,3.54
D03047,Themba Moyo,32,4.0,Code 8,Permanent,Mpumalanga,3.39
D03048,Karabo Mokoena,47,20.0,Code 8,Permanent,KwaZulu-Natal,2.97
D03049,Mandla Mthembu,36,6.0,Code 14,Contract,North West,3.75
D03050,Sipho Dlamini,40,22.0,Code 10,Permanent,Mpumalanga,4.02
D03051,Kagiso Botha,31,17.0,Code 8,Permanent,Northern Cape,2.46
D03052,Ayanda Sithole,48,3.0,Code 8,Permanent,KwaZulu-Natal,2.85
D03053,Nomsa Ngcobo,29,10.0,Code 10,Permanent,Gauteng,3.44
D03054,Tshepo Pillay,40,25.0,Code 10,Permanent,Free State,3.03
D03055,Lerato Ngcobo,62,13.0,Code 10,Permanent,KwaZulu-Natal,3.83
