driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
5735,D005736,Amanda Naidoo,26,17,Code 14,Owner Driver,KwaZulu-Natal,4.53
5736,D005737,Kagiso Pillay,40,30,Code 14,Permanent,Northern Cape,4.05
5737,D005738,Dumisani Moyo,25,9,Code 10,Permanent,North West,3.73
5738,D005739,Sipho Molefe,25,21,Code 10,Permanent,Western Cape,3.81
5739,D005740,Kabelo Ngcobo,25,25,Code 10,Contract,Western Cape,4.33
5740,D005741,Nomsa Moyo,62,31,Code 14,Permanent,Free State,3.93
5741,D005742,Sipho Dlamini,46,29,Code 10,Permanent,North West,4.85
5742,D005743,Karabo Sithole,45,27,Code 10,Permanent,Western Cape,3.24
5743,D005744,Nomsa Khumalo,24,4,Code 10,Permanent,North West,4.25
5744,D005745,Lwazi Zulu,27,18,Code 10,Permanent,KwaZulu-Natal,3.56
5745,D005746,Siyabonga Khumalo,56,27,Code 8,Owner Driver,Free State,3.52
5746,D005747,Precious Khumalo,62,11,Code 14,Permanent,Mpumalanga,3.95
5747,D005748,Bongani Molefe,55,17,Code 10,Permanent,KwaZulu-Natal,2.78
5748,D005749,Tshepo Modise,60,26,Code 10,Permanent,North West,4.49
5749,D005750,Mandla Zulu,47,18,Code 10,Owner Driver,Western Cape,4.04
5750,D005751,Lindelwa Zulu,60,24,Code 10,Permanent,Western Cape,2.44
5751,D005752,Sipho Modise,28,32,Code 8,Owner Driver,Free State,4.04
5752,D005753,Tshepo Ndlovu,57,9,Code 10,Owner Driver,Limpopo,4.87
5753,D005754,Lerato Nkosi,47,2,Code 10,Permanent,Western Cape,4.25
5754,D005755,Lwazi Jacobs,46,32,Code 10,Permanent,Mpumalanga,4.2
5755,D005756,Bongani Botha,45,25,Code 8,Permanent,Eastern Cape,4.78
5756,D005757,Nandi Williams,49,3,Code 10,Permanent,Limpopo,4.56
5757,D005758,Zanele Ndlovu,45,18,Code 8,Permanent,Mpumalanga,4.61
5758,D005759,Kabelo Maseko,23,30,Code 8,Permanent,Western Cape,4.63
5759,D005760,Mpho Khumalo,49,15,Code 10,Owner Driver,North West,3.55
5760,D005761,Bongani Mahlangu,58,32,Code 10,Contract,Free State,5.0
5761,D005762,Dumisani Ngcobo,51,26,Code 10,Owner Driver,Northern Cape,4.22
5762,D005763,Mpho Maseko,42,27,Code 8,Permanent,Free State,3.68
5763,D005764,Zanele Mokoena,32,27,Code 8,Permanent,Northern Cape,3.49
5764,D005765,Sipho Mabena,25,1,Code 14,Permanent,North West,2.89
5765,D005766,Lerato Modise,32,2,Code 14,Owner Driver,Limpopo,4.27
5766,D005767,Themba Cele,53,21,Code 10,Contract,Free State,4.13
5767,D005768,Ayanda Modise,25,3,Code 10,Contract,Northern Cape,4.15
5768,D005769,Thabo Maseko,63,20,Code 14,Permanent,Limpopo,3.78
5769,D005770,Amanda Mthembu,28,3,Code 10,Owner Driver,Northern Cape,3.65
5770,D005771,Thabo Mabena,31,8,Code 10,Permanent,Northern Cape,4.28
5771,D005772,Lindelwa Williams,60,31,Code 14,Contract,Northern Cape,3.53
5772,D005773,Bongani Dlamini,64,5,Code 10,Permanent,Eastern Cape,3.98
5773,D005774,Siyabonga Pillay,24,20,Code 14,Permanent,Mpumalanga,4.88
5774,D005775,Nokuthula Cele,43,29,Code 14,Permanent,Mpumalanga,5.0
5775,D005776,Karabo Mthembu,24,14,Code 14,Contract,KwaZulu-Natal,4.08
5776,D005777,Mandla Mokoena,52,28,Code 8,Owner Driver,Western Cape,3.6
5777,D005778,Lwazi Ngcobo,48,12,Code 8,Permanent,Limpopo,4.66
5778,D005779,Nomsa Ngcobo,53,19,Code 10,Contract,Western Cape,3.48
5779,D005780,Sibusiso Adams,30,32,Code 10,Permanent,Limpopo,3.3
5780,D005781,Bongani Nkosi,45,18,Code 8,Permanent,Mpumalanga,5.0
5781,D005782,Nomsa Ngcobo,26,4,Code 14,Permanent,Free State,3.7
5782,D005783,Ayanda Khumalo,30,30,Code 10,Permanent,Mpumalanga,3.57
5783,D005784,Themba Nkosi,39,28,Code 10,Owner Driver,Western Cape,5.0
5784,D005785,Phumzile Dlamini,55,19,Code 8,Permanent,Western Cape,4.04
5785,D005786,Bongani Cele,39,8,Code 10,Owner Driver,Gauteng,4.47
5786,D005787,Themba Moyo,47,3,Code 10,Permanent,Limpopo,4.86
5787,D005788,Busisiwe Khumalo,63,11,Code 10,Permanent,Northern Cape,4.01
5788,D005789,Precious Adams,28,17,Code 10,Owner Driver,Mpumalanga,4.06
5789,D005790,Lerato Zulu,35,17,Code 14,Permanent,Western Cape,4.26
5790,D005791,Thabo Mthembu,58,22,Code 10,Permanent,Mpumalanga,4.05
5791,D005792,Zanele Pillay,49,7,Code 14,Permanent,Free State,4.15
5792,D005793,Tshepo Adams,32,28,Code 8,Permanent,Gauteng,4.16
5793,D005794,Precious Adams,65,6,Code 8,Permanent,Limpopo,3.35
5794,D005795,Karabo Mkhize,43,7,Code 8,Permanent,KwaZulu-Natal,3.84
5795,D005796,Siyabonga Jacobs,28,1,Code 10,Permanent,Limpopo,3.5
5796,D005797,Kagiso Mkhize,25,24,Code 14,Contract,North West,4.27
5797,D005798,Lwazi Mahlangu,56,15,Code 10,Permanent,Northern Cape,2.41
5798,D005799,Tshepo Sithole,26,1,Code 8,Permanent,Gauteng,4.07
5799,D005800,Busisiwe Pillay,53,33,Code 10,Permanent,Western Cape,5.0
5800,D005801,Mandla Botha,24,28,Code 10,Permanent,KwaZulu-Natal,5.0
5801,D005802,Thabo Mabena,25,26,Code 10,Permanent,KwaZulu-Natal,4.31
5802,D005803,Lwazi Modise,64,27,Code 8,Permanent,KwaZulu-Natal,4.51
5803,D005804,Nokuthula Mthembu,57,33,Code 8,Permanent,Gauteng,3.59
5804,D005805,Mpho Mkhize,27,26,Code 8,Owner Driver,Northern Cape,3.3
5805,D005806,Mandla Mabena,38,18,Code 14,Permanent,KwaZulu-Natal,3.76
5806,D005807,Nandi Maseko,28,3,Code 14,Permanent,Northern Cape,4.51
5807,D005808,Amanda Maseko,50,18,Code 10,Contract,Western Cape,3.47
5808,D005809,Busisiwe Adams,48,1,Code 8,Permanent,Gauteng,4.25
5809,D005810,Phumzile Adams,56,30,Code 10,Permanent,North West,4.06
5810,D005811,Lindelwa Nkosi,55,22,Code 10,Permanent,KwaZulu-Natal,4.07
5811,D005812,Karabo Maseko,35,12,Code 10,Contract,Mpumalanga,3.82
5812,D005813,Nomsa Naidoo,36,20,Code 8,Contract,Limpopo,4.25
5813,D005814,Bongani Mahlangu,51,17,Code 10,Permanent,KwaZulu-Natal,4.02
5814,D005815,Themba Jacobs,63,1,Code 10,Permanent,KwaZulu-Natal,4.08
5815,D005816,Mpho Nkosi,44,13,Code 10,Contract,North West,3.86
5816,D005817,Mpho Naidoo,24,34,Code 8,Contract,Northern Cape,3.74
5817,D005818,Phumzile Mokoena,55,1,Code 8,Owner Driver,Western Cape,4.09
5818,D005819,Nandi Zulu,34,7,Code 10,Permanent,KwaZulu-Natal,3.65
5819,D005820,Nomsa Khumalo,34,23,Code 8,Permanent,Northern Cape,4.12
5820,D005821,Kagiso Botha,29,3,Code 10,Owner Driver,Eastern Cape,3.4
5821,D005822,Thabo Mokoena,29,8,Code 10,Permanent,Limpopo,4.6
5822,D005823,Mandla Adams,32,33,Code 10,Contract,Northern Cape,3.68
5823,D005824,Nokuthula Molefe,64,9,Code 10,Contract,Western Cape,3.65
5824,D005825,Mandla Moyo,32,25,Code 10,Owner Driver,Gauteng,3.62
5825,D005826,Sibusiso Mabena,49,11,Code 10,Permanent,Eastern Cape,4.87
5826,D005827,Ayanda Mokoena,65,21,Code 10,Permanent,Free State,3.88
5827,D005828,Karabo Adams,47,19,Code 14,Contract,Western Cape,4.86
5828,D005829,Phumzile Naidoo,62,33,Code 8,Permanent,Eastern Cape,3.95
5829,D005830,Tshepo Nkosi,28,15,Code 8,Permanent,Gauteng,3.51
5830,D005831,Themba Mokoena,27,26,Code 10,Permanent,Northern Cape,4.51
5831,D005832,Dumisani Ngcobo,53,26,Code 14,Permanent,Northern Cape,4.43
5832,D005833,Lindelwa Naidoo,38,3,Code 14,Permanent,North West,3.77
5833,D005834,Nomsa Maseko,52,16,Code 8,Permanent,Western Cape,3.22
5834,D005835,Sibusiso Williams,40,19,Code 14,Owner Driver,Western Cape,3.64
5835,D005836,Mandla Botha,28,27,Code 14,Permanent,Gauteng,3.19
5836,D005837,Mandla Khumalo,36,29,Code 10,Owner Driver,Free State,4.33
5837,D005838,Dumisani Zulu,41,20,Code 14,Permanent,Northern Cape,4.37
5838,D005839,Mandla Mokoena,44,30,Code 10,Permanent,Free State,3.6
5839,D005840,Nandi Mokoena,35,3,Code 10,Permanent,Gauteng,4.6
5840,D005841,Lwazi Mahlangu,27,34,Code 14,Permanent,Western Cape,4.24
5841,D005842,Sipho Modise,44,24,Code 10,Permanent,Limpopo,4.99
5842,D005843,Precious Mokoena,38,17,Code 8,Contract,North West,4.01
5843,D005844,Ayanda Ndlovu,38,29,Code 10,Contract,Mpumalanga,4.74
5844,D005845,Sipho Moyo,60,25,Code 10,Permanent,North West,3.91
5845,D005846,Kabelo Ngcobo,33,1,Code 14,Permanent,Eastern Cape,4.02
5846,D005847,Lindelwa Maseko,38,2,Code 8,Permanent,Free State,3.63
5847,D005848,Kagiso Zulu,35,29,Code 10,Owner Driver,Mpumalanga,3.66
5848,D005849,Bongani Mkhize,26,29,Code 14,Permanent,Gauteng,4.29
5849,D005850,Sibusiso Mabena,55,2,Code 8,Permanent,Northern Cape,3.34
5850,D005851,Nomsa Naidoo,47,12,Code 14,Permanent,Western Cape,4.65
5851,D005852,Mandla Jacobs,40,25,Code 10,Permanent,Limpopo,3.16
5852,D005853,Mpho Cele,24,4,Code 10,Permanent,Gauteng,3.81
5853,D005854,Mpho Nkosi,56,3,Code 10,Contract,North West,3.97
5854,D005855,Lwazi Mahlangu,53,14,Code 8,Permanent,Mpumalanga,3.37
5855,D005856,Nokuthula Modise,37,32,Code 10,Permanent,Limpopo,4.42
5856,D005857,Themba Modise,26,20,Code 14,Permanent,KwaZulu-Natal,4.04
5857,D005858,Nomsa Mokoena,30,12,Code 8,Permanent,Gauteng,4.11
5858,D005859,Tshepo Zulu,50,20,Code 8,Permanent,Northern Cape,3.9
5859,D005860,Nandi Ngcobo,62,2,Code 14,Owner Driver,KwaZulu-Natal,4.17
5860,D005861,Tshepo Cele,57,3,Code 10,Contract,Free State,3.86
5861,D005862,Lerato Pillay,51,11,Code 10,Permanent,Eastern Cape,4.08
5862,D005863,Lindelwa Van Wyk,65,29,Code 8,Permanent,KwaZulu-Natal,3.82
5863,D005864,Zanele Ngcobo,37,16,Code 14,Permanent,North West,4.32
5864,D005865,Sibusiso Van Wyk,57,34,Code 8,Owner Driver,Western Cape,4.37
5865,D005866,Tshepo Maseko,24,29,Code 14,Permanent,Northern Cape,3.78
5866,D005867,Karabo Moyo,53,8,Code 10,Permanent,Western Cape,4.23
5867,D005868,Precious Van Wyk,52,4,Code 8,Permanent,KwaZulu-Natal,4.19
5868,D005869,Themba Pillay,56,8,Code 14,Permanent,Western Cape,3.85
5869,D005870,Siyabonga Ndlovu,44,22,Code 10,Permanent,Limpopo,4.27
5870,D005871,Themba Ngcobo,49,8,Code 8,Owner Driver,North West,4.21
5871,D005872,Busisiwe Mthembu,34,22,Code 8,Permanent,Free State,3.54
5872,D005873,Kabelo Botha,63,5,Code 8,Permanent,Free State,4.48
5873,D005874,Ayanda Dlamini,35,33,Code 10,Contract,Eastern Cape,4.12
5874,D005875,Nokuthula Mkhize,27,7,Code 8,Permanent,KwaZulu-Natal,4.56
5875,D005876,Nomsa Ngcobo,23,27,Code 8,Contract,Gauteng,4.1
5876,D005877,Lindelwa Maseko,23,23,Code 10,Contract,Gauteng,4.31
5877,D005878,Phumzile Naidoo,34,1,Code 14,Permanent,Northern Cape,4.16
5878,D005879,Dumisani Ndlovu,64,11,Code 10,Owner Driver,Eastern Cape,5.0
5879,D005880,Amanda Naidoo,58,29,Code 10,Permanent,Limpopo,3.37
5880,D005881,Busisiwe Williams,58,32,Code 10,Permanent,Gauteng,3.89
5881,D005882,Tshepo Dlamini,55,24,Code 10,Permanent,Free State,3.83
5882,D005883,Amanda Modise,64,17,Code 10,Owner Driver,North West,3.69
5883,D005884,Phumzile Zulu,40,4,Code 14,Permanent,North West,1.85
5884,D005885,Mandla Sithole,40,34,Code 10,Permanent,Mpumalanga,3.92
5885,D005886,Siyabonga Mahlangu,35,11,Code 10,Contract,Mpumalanga,4.52
5886,D005887,Karabo Moyo,28,2,Code 10,Contract,Gauteng,3.58
5887,D005888,Thabo Pillay,41,24,Code 10,Owner Driver,North West,4.33
5888,D005889,Nomsa Botha,63,34,Code 8,Owner Driver,Mpumalanga,3.07
5889,D005890,Precious Naidoo,65,27,Code 14,Contract,Gauteng,3.5
5890,D005891,Mpho Mahlangu,49,14,Code 10,Owner Driver,KwaZulu-Natal,4.2
5891,D005892,Lwazi Khumalo,39,3,Code 10,Contract,Gauteng,3.34
5892,D005893,Karabo Mkhize,29,7,Code 14,Permanent,KwaZulu-Natal,4.33
5893,D005894,Bongani Williams,48,13,Code 10,Permanent,Free State,3.96
5894,D005895,Kabelo Mkhize,46,24,Code 8,Permanent,North West,3.34
5895,D005896,Kabelo Williams,65,6,Code 8,Permanent,Northern Cape,3.3
5896,D005897,Nandi Zulu,60,24,Code 10,Contract,KwaZulu-Natal,4.44
5897,D005898,Ayanda Cele,41,22,Code 14,Permanent,Limpopo,3.88
5898,D005899,Kabelo Dlamini,62,6,Code 10,Owner Driver,Limpopo,3.49
5899,D005900,Kabelo Molefe,28,1,Code 10,Contract,Western Cape,3.81
5900,D005901,Sipho Van Wyk,61,16,Code 14,Permanent,Eastern Cape,4.26
5901,D005902,Themba Molefe,43,34,Code 8,Contract,North West,4.29
5902,D005903,Dumisani Dlamini,61,15,Code 10,Permanent,North West,4.19
5903,D005904,Themba Naidoo,62,28,Code 14,Permanent,Mpumalanga,3.85
5904,D005905,Lerato Mokoena,63,1,Code 8,Permanent,Gauteng,3.39
5905,D005906,Bongani Jacobs,40,30,Code 14,Contract,Northern Cape,3.1
5906,D005907,Busisiwe Maseko,60,2,Code 8,Permanent,Eastern Cape,4.17
5907,D005908,Mpho Sithole,44,1,Code 8,Contract,Free State,4.34
5908,D005909,Tshepo Molefe,36,18,Code 8,Owner Driver,Gauteng,4.03
5909,D005910,Lerato Mahlangu,37,28,Code 10,Permanent,Limpopo,4.93
5910,D005911,Kabelo Maseko,23,17,Code 10,Owner Driver,Northern Cape,3.79
5911,D005912,Precious Sithole,36,3,Code 8,Owner Driver,Limpopo,4.12
5912,D005913,Dumisani Cele,57,14,Code 8,Owner Driver,Limpopo,4.18
5913,D005914,Amanda Mokoena,63,6,Code 10,Permanent,Gauteng,4.21
5914,D005915,Nandi Modise,54,26,Code 10,Permanent,Gauteng,4.55
5915,D005916,Precious Williams,56,20,Code 10,Permanent,Gauteng,3.9
5916,D005917,Mpho Mthembu,30,9,Code 8,Owner Driver,Mpumalanga,4.08
5917,D005918,Busisiwe Khumalo,62,32,Code 14,Owner Driver,Gauteng,3.22
5918,D005919,Nomsa Botha,41,32,Code 10,Permanent,Limpopo,3.57
5919,D005920,Mandla Botha,56,8,Code 8,Permanent,Limpopo,3.27
5920,D005921,Nokuthula Jacobs,47,22,Code 10,Contract,KwaZulu-Natal,3.79
5921,D005922,Busisiwe Jacobs,31,29,Code 8,Owner Driver,Gauteng,3.78
5922,D005923,Themba Nkosi,55,9,Code 8,Permanent,Gauteng,3.8
5923,D005924,Lindelwa Botha,30,12,Code 8,Owner Driver,North West,3.64
5924,D005925,Dumisani Maseko,38,30,Code 10,Owner Driver,Gauteng,4.35
5925,D005926,Dumisani Adams,62,24,Code 14,Contract,Northern Cape,5.0
5926,D005927,Lindelwa Nkosi,30,2,Code 8,Contract,Mpumalanga,4.37
5927,D005928,Kabelo Zulu,61,24,Code 10,Owner Driver,Limpopo,3.77
5928,D005929,Tshepo Mahlangu,31,3,Code 8,Owner Driver,Limpopo,4.08
5929,D005930,Nomsa Mkhize,42,16,Code 8,Owner Driver,KwaZulu-Natal,4.26
5930,D005931,Kabelo Van Wyk,64,7,Code 8,Permanent,Eastern Cape,4.1
5931,D005932,Bongani Ngcobo,55,10,Code 10,Permanent,Gauteng,4.16
5932,D005933,Busisiwe Sithole,52,31,Code 10,Owner Driver,KwaZulu-Natal,3.94
5933,D005934,Lerato Mkhize,53,21,Code 14,Permanent,Northern Cape,4.31
5934,D005935,Nokuthula Modise,37,1,Code 10,Permanent,KwaZulu-Natal,3.38
5935,D005936,Karabo Naidoo,38,10,Code 10,Owner Driver,Western Cape,3.32
5936,D005937,Amanda Jacobs,55,11,Code 8,Owner Driver,Limpopo,2.37
5937,D005938,Kabelo Williams,29,31,Code 10,Contract,Gauteng,5.0
5938,D005939,Lwazi Williams,46,28,Code 10,Contract,Limpopo,3.51
5939,D005940,Amanda Sithole,61,15,Code 8,Permanent,Limpopo,3.05
5940,D005941,Nokuthula Zulu,55,27,Code 14,Contract,Gauteng,3.41
5941,D005942,Bongani Naidoo,54,26,Code 10,Owner Driver,Western Cape,4.38
5942,D005943,Bongani Moyo,41,17,Code 14,Permanent,Eastern Cape,4.13
5943,D005944,Tshepo Mokoena,40,19,Code 10,Permanent,Free State,4.44
5944,D005945,Amanda Dlamini,35,17,Code 8,Permanent,North West,4.39
5945,D005946,Zanele Naidoo,50,32,Code 14,Owner Driver,Gauteng,3.81
5946,D005947,Phumzile Naidoo,39,32,Code 8,Contract,KwaZulu-Natal,3.66
5947,D005948,Sipho Moyo,43,19,Code 10,Permanent,Limpopo,4.46
5948,D005949,Ayanda Maseko,39,9,Code 8,Permanent,Gauteng,4.09
5949,D005950,Amanda Molefe,65,8,Code 10,Permanent,Northern Cape,3.76
5950,D005951,Mandla Adams,39,25,Code 10,Owner Driver,North West,3.78
5951,D005952,Kagiso Zulu,28,32,Code 8,Contract,North West,4.59
5952,D005953,Karabo Williams,43,19,Code 10,Permanent,Mpumalanga,4.52
5953,D005954,Nomsa Nkosi,35,19,Code 8,Permanent,Gauteng,3.76
5954,D005955,Nandi Moyo,46,1,Code 10,Permanent,Western Cape,4.04
5955,D005956,Tshepo Jacobs,30,12,Code 10,Contract,Western Cape,3.6
5956,D005957,Nandi Dlamini,37,18,Code 10,Contract,Western Cape,4.37
5957,D005958,Lerato Naidoo,50,25,Code 8,Permanent,Western Cape,3.14
5958,D005959,Mandla Ngcobo,38,25,Code 8,Owner Driver,Western Cape,3.92
5959,D005960,Lindelwa Mthembu,39,13,Code 14,Contract,Free State,3.31
5960,D005961,Karabo Mahlangu,34,25,Code 8,Contract,North West,4.53
5961,D005962,Bongani Dlamini,29,31,Code 10,Contract,Mpumalanga,4.27
5962,D005963,Nomsa Khumalo,38,14,Code 10,Permanent,Gauteng,3.7
5963,D005964,Dumisani Van Wyk,50,14,Code 8,Owner Driver,Mpumalanga,3.1
5964,D005965,Sipho Sithole,56,14,Code 14,Contract,KwaZulu-Natal,3.82
5965,D005966,Busisiwe Modise,26,1,Code 8,Permanent,Northern Cape,5.0
5966,D005967,Themba Mokoena,44,12,Code 10,Permanent,KwaZulu-Natal,3.79
5967,D005968,Sibusiso Mokoena,57,22,Code 8,Permanent,KwaZulu-Natal,4.58
5968,D005969,Lindelwa Mabena,28,5,Code 10,Contract,Eastern Cape,3.58
5969,D005970,Mandla Mkhize,33,31,Code 10,Owner Driver,Western Cape,3.97
5970,D005971,Zanele Modise,46,17,Code 10,Permanent,KwaZulu-Natal,3.78
5971,D005972,Lindelwa Jacobs,33,21,Code 8,Permanent,Limpopo,3.38
5972,D005973,Precious Maseko,34,34,Code 8,Contract,Western Cape,3.7
5973,D005974,Bongani Ndlovu,30,5,Code 14,Owner Driver,Mpumalanga,4.1
5974,D005975,Karabo Khumalo,40,34,Code 8,Contract,Eastern Cape,4.17
5975,D005976,Sibusiso Naidoo,40,25,Code 10,Permanent,Northern Cape,3.76
5976,D005977,Dumisani Sithole,30,31,Code 10,Permanent,Mpumalanga,4.37
5977,D005978,Zanele Van Wyk,38,25,Code 10,Permanent,KwaZulu-Natal,3.01
5978,D005979,Nomsa Van Wyk,64,7,Code 10,Permanent,Free State,4.2
5979,D005980,Nomsa Cele,43,7,Code 10,Contract,North West,4.55
5980,D005981,Lwazi Nkosi,23,5,Code 8,Permanent,Limpopo,3.26
5981,D005982,Nokuthula Williams,61,15,Code 10,Permanent,Limpopo,4.34
5982,D005983,Nomsa Williams,56,12,Code 14,Owner Driver,Western Cape,3.69
5983,D005984,Thabo Pillay,58,22,Code 10,Permanent,Limpopo,3.57
5984,D005985,Mpho Botha,54,30,Code 8,Contract,North West,4.5
5985,D005986,Phumzile Modise,26,20,Code 10,Owner Driver,Eastern Cape,5.0
5986,D005987,Bongani Mabena,24,11,Code 8,Permanent,Northern Cape,5.0
5987,D005988,Mpho Mthembu,59,6,Code 8,Contract,Western Cape,3.61
5988,D005989,Busisiwe Naidoo,24,24,Code 14,Permanent,Free State,4.18
5989,D005990,Amanda Sithole,49,22,Code 8,Owner Driver,Mpumalanga,3.65
5990,D005991,Zanele Mokoena,24,1,Code 10,Permanent,Western Cape,4.34
5991,D005992,Lerato Adams,43,11,Code 8,Permanent,Northern Cape,4.61
5992,D005993,Dumisani Zulu,36,7,Code 10,Contract,Western Cape,4.4
5993,D005994,Ayanda Khumalo,42,28,Code 10,Owner Driver,North West,3.7
5994,D005995,Kabelo Maseko,57,18,Code 10,Owner Driver,Mpumalanga,3.84
5995,D005996,Zanele Modise,55,32,Code 8,Permanent,Free State,3.99
5996,D005997,Lindelwa Williams,52,13,Code 10,Permanent,Free State,3.4
5997,D005998,Ayanda Pillay,52,11,Code 10,Permanent,Gauteng,3.99
5998,D005999,Nokuthula Naidoo,43,10,Code 10,Permanent,Northern Cape,3.93
5999,D006000,Ayanda Adams,51,15,Code 10,Permanent,Gauteng,4.66
6000,D006001,Mpho Naidoo,23,24,Code 10,Permanent,Gauteng,3.85
6001,D006002,Kagiso Sithole,58,27,Code 10,Permanent,Mpumalanga,3.82
6002,D006003,Tshepo Khumalo,64,7,Code 10,Permanent,North West,4.1
6003,D006004,Zanele Mthembu,58,21,Code 8,Permanent,North West,3.42
6004,D006005,Karabo Mahlangu,35,7,Code 10,Permanent,Gauteng,3.13
6005,D006006,Tshepo Cele,27,10,Code 8,Permanent,KwaZulu-Natal,3.83
6006,D006007,Nandi Ngcobo,62,3,Code 10,Permanent,Limpopo,4.04
6007,D006008,Lwazi Van Wyk,49,25,Code 14,Contract,Free State,4.61
6008,D006009,Siyabonga Adams,55,12,Code 8,Permanent,Gauteng,4.1
6009,D006010,Ayanda Dlamini,50,11,Code 8,Permanent,Limpopo,4.41
6010,D006011,Kabelo Van Wyk,47,16,Code 10,Owner Driver,Western Cape,3.2
6011,D006012,Sibusiso Maseko,63,31,Code 10,Contract,Free State,4.46
6012,D006013,Tshepo Mokoena,25,18,Code 10,Permanent,North West,4.46
6013,D006014,Busisiwe Jacobs,44,23,Code 10,Permanent,North West,3.52
6014,D006015,Tshepo Khumalo,29,10,Code 8,Contract,North West,4.88
6015,D006016,Lwazi Mokoena,40,11,Code 10,Permanent,Gauteng,3.94
6016,D006017,Kagiso Mkhize,54,32,Code 10,Owner Driver,Gauteng,3.97
6017,D006018,Lerato Ndlovu,41,4,Code 8,Owner Driver,Northern Cape,4.7
6018,D006019,Amanda Naidoo,23,23,Code 8,Permanent,KwaZulu-Natal,3.57
6019,D006020,Lindelwa Mthembu,35,14,Code 14,Contract,Northern Cape,4.75
6020,D006021,Mandla Mokoena,37,13,Code 8,Permanent,Western Cape,3.22
6021,D006022,Sipho Botha,60,15,Code 10,Permanent,Northern Cape,4.47
6022,D006023,Bongani Mabena,47,6,Code 10,Permanent,Free State,4.35
6023,D006024,Tshepo Jacobs,63,27,Code 14,Contract,KwaZulu-Natal,3.8
6024,D006025,Amanda Cele,42,29,Code 10,Contract,Mpumalanga,4.77
6025,D006026,Lerato Sithole,35,24,Code 10,Owner Driver,Gauteng,4.48
6026,D006027,Bongani Khumalo,62,15,Code 14,Contract,Free State,3.62
6027,D006028,Precious Sithole,31,33,Code 10,Contract,Limpopo,5.0
6028,D006029,Mandla Naidoo,58,20,Code 10,Contract,North West,4.48
6029,D006030,Siyabonga Sithole,61,27,Code 8,Permanent,Limpopo,2.77
6030,D006031,Nokuthula Naidoo,64,24,Code 10,Contract,Eastern Cape,4.19
6031,D006032,Karabo Khumalo,26,4,Code 8,Permanent,Free State,4.17
6032,D006033,Sipho Moyo,46,15,Code 8,Permanent,Free State,4.86
6033,D006034,Siyabonga Maseko,65,15,Code 10,Permanent,Free State,4.12
6034,D006035,Lindelwa Maseko,30,8,Code 8,Permanent,Gauteng,3.88
6035,D006036,Lerato Jacobs,60,34,Code 14,Contract,Mpumalanga,3.65
6036,D006037,Karabo Zulu,56,26,Code 10,Permanent,Free State,4.89
6037,D006038,Tshepo Sithole,28,2,Code 8,Permanent,Free State,3.85
6038,D006039,Sipho Modise,29,9,Code 10,Permanent,Eastern Cape,5.0
6039,D006040,Nomsa Mabena,63,27,Code 8,Owner Driver,Free State,4.46
6040,D006041,Nokuthula Mabena,29,6,Code 10,Contract,Mpumalanga,3.45
6041,D006042,Nomsa Mkhize,48,14,Code 8,Permanent,Western Cape,3.37
6042,D006043,Nokuthula Khumalo,64,32,Code 10,Permanent,Eastern Cape,3.27
6043,D006044,Tshepo Botha,63,13,Code 8,Owner Driver,KwaZulu-Natal,2.4
6044,D006045,Lindelwa Naidoo,53,29,Code 8,Contract,Free State,3.34
6045,D006046,Kabelo Mabena,42,21,Code 10,Contract,North West,4.2
6046,D006047,Lwazi Naidoo,25,29,Code 10,Permanent,Gauteng,4.59
6047,D006048,Phumzile Molefe,35,23,Code 10,Permanent,North West,4.18
6048,D006049,Kabelo Jacobs,47,10,Code 10,Permanent,Mpumalanga,3.14
6049,D006050,Precious Ngcobo,35,25,Code 8,Owner Driver,KwaZulu-Natal,3.28
6050,D006051,Busisiwe Mkhize,43,34,Code 14,Owner Driver,Northern Cape,3.85
6051,D006052,Phumzile Jacobs,60,15,Code 8,Permanent,Free State,5.0
6052,D006053,Phumzile Moyo,28,8,Code 8,Contract,North West,4.14
6053,D006054,Ayanda Zulu,36,23,Code 8,Permanent,Free State,4.04
6054,D006055,Nokuthula Dlamini,55,33,Code 10,Owner Driver,Eastern Cape,4.84
6055,D006056,Dumisani Van Wyk,37,15,Code 8,Contract,Limpopo,4.25
6056,D006057,Amanda Khumalo,63,30,Code 10,Permanent,Western Cape,3.83
6057,D006058,Bongani Zulu,54,21,Code 8,Permanent,Northern Cape,3.38
6058,D006059,Lindelwa Dlamini,44,1,Code 8,Permanent,Eastern Cape,2.84
6059,D006060,Bongani Dlamini,58,30,Code 14,Permanent,Free State,3.72
6060,D006061,Nandi Modise,53,9,Code 10,Contract,Mpumalanga,2.96
6061,D006062,Mandla Naidoo,54,3,Code 14,Permanent,Gauteng,3.94
6062,D006063,Kagiso Maseko,30,21,Code 14,Permanent,Northern Cape,4.45
6063,D006064,Precious Williams,59,33,Code 8,Contract,Free State,4.05
6064,D006065,Nokuthula Pillay,55,17,Code 10,Permanent,Western Cape,4.11
6065,D006066,Mpho Jacobs,35,13,Code 8,Contract,North West,3.83
6066,D006067,Kabelo Nkosi,62,1,Code 8,Permanent,Mpumalanga,4.37
6067,D006068,Dumisani Jacobs,49,25,Code 14,Permanent,Northern Cape,3.61
